site	frame	permutation_pvalue	type	gene	length	strand
335	0	0.99987305420000006	2	ORF1a	162	+
336	0	0.99987305420000006	2	ORF1a	162	+
337	0	0.99987305420000006	2	ORF1a	162	+
338	0	0.99987305420000006	2	ORF1a	162	+
339	0	0.99987305420000006	2	ORF1a	162	+
340	0	0.99987305420000006	2	ORF1a	162	+
341	0	0.99987305420000006	2	ORF1a	162	+
342	0	0.99987305420000006	2	ORF1a	162	+
343	0	0.99987305420000006	2	ORF1a	162	+
344	0	0.99987305420000006	2	ORF1a	162	+
345	0	0.99987305420000006	2	ORF1a	162	+
346	0	0.99987305420000006	2	ORF1a	162	+
347	0	0.99987305420000006	2	ORF1a	162	+
348	0	0.99987305420000006	2	ORF1a	162	+
349	0	0.99987305420000006	2	ORF1a	162	+
350	0	0.99987305420000006	2	ORF1a	162	+
351	0	0.99987305420000006	2	ORF1a	162	+
352	0	0.99987305420000006	2	ORF1a	162	+
353	0	0.99987305420000006	2	ORF1a	162	+
354	0	0.99987305420000006	2	ORF1a	162	+
355	0	0.99987305420000006	2	ORF1a	162	+
356	0	0.99987305420000006	2	ORF1a	162	+
357	0	0.99987305420000006	2	ORF1a	162	+
358	0	0.99987305420000006	2	ORF1a	162	+
359	0	0.99987305420000006	2	ORF1a	162	+
360	0	0.99987305420000006	2	ORF1a	162	+
361	0	0.99987305420000006	2	ORF1a	162	+
362	0	0.99987305420000006	2	ORF1a	162	+
363	0	0.99987305420000006	2	ORF1a	162	+
364	0	0.99987305420000006	2	ORF1a	162	+
365	0	0.99987305420000006	2	ORF1a	162	+
366	0	0.99987305420000006	2	ORF1a	162	+
367	0	0.99987305420000006	2	ORF1a	162	+
368	0	0.99987305420000006	2	ORF1a	162	+
369	0	0.99987305420000006	2	ORF1a	162	+
370	0	0.99987305420000006	2	ORF1a	162	+
371	0	0.99987305420000006	2	ORF1a	162	+
372	0	0.99987305420000006	2	ORF1a	162	+
373	0	0.99987305420000006	2	ORF1a	162	+
374	0	0.99987305420000006	2	ORF1a	162	+
375	0	0.99987305420000006	2	ORF1a	162	+
376	0	0.99987305420000006	2	ORF1a	162	+
377	0	0.99987305420000006	2	ORF1a	162	+
378	0	0.99987305420000006	2	ORF1a	162	+
379	0	0.99987305420000006	2	ORF1a	162	+
380	0	0.99987305420000006	2	ORF1a	162	+
381	0	0.99987305420000006	2	ORF1a	162	+
382	0	0.99987305420000006	2	ORF1a	162	+
383	0	0.99987305420000006	2	ORF1a	162	+
384	0	0.99987305420000006	2	ORF1a	162	+
385	0	0.99987305420000006	2	ORF1a	162	+
386	0	0.99987305420000006	2	ORF1a	162	+
387	0	0.99987305420000006	2	ORF1a	162	+
388	0	0.99987305420000006	2	ORF1a	162	+
389	0	0.99987305420000006	2	ORF1a	162	+
390	0	0.99987305420000006	2	ORF1a	162	+
391	0	0.99987305420000006	2	ORF1a	162	+
392	0	0.99987305420000006	2	ORF1a	162	+
393	0	0.99987305420000006	2	ORF1a	162	+
394	0	0.99987305420000006	2	ORF1a	162	+
395	0	0.99987305420000006	2	ORF1a	162	+
396	0	0.99987305420000006	2	ORF1a	162	+
397	0	0.99987305420000006	2	ORF1a	162	+
398	0	0.99987305420000006	2	ORF1a	162	+
399	0	0.99987305420000006	2	ORF1a	162	+
400	0	0.99987305420000006	2	ORF1a	162	+
401	0	0.99987305420000006	2	ORF1a	162	+
402	0	0.99987305420000006	2	ORF1a	162	+
403	0	0.99987305420000006	2	ORF1a	162	+
404	0	0.99987305420000006	2	ORF1a	162	+
405	0	0.99987305420000006	2	ORF1a	162	+
406	0	0.99987305420000006	2	ORF1a	162	+
407	0	0.99987305420000006	2	ORF1a	162	+
408	0	0.99987305420000006	2	ORF1a	162	+
409	0	0.99987305420000006	2	ORF1a	162	+
410	0	0.99987305420000006	2	ORF1a	162	+
411	0	0.99987305420000006	2	ORF1a	162	+
412	0	0.99987305420000006	2	ORF1a	162	+
413	0	0.99987305420000006	2	ORF1a	162	+
414	0	0.99987305420000006	2	ORF1a	162	+
415	0	0.99987305420000006	2	ORF1a	162	+
416	0	0.99987305420000006	2	ORF1a	162	+
417	0	0.99987305420000006	2	ORF1a	162	+
418	0	0.99987305420000006	2	ORF1a	162	+
419	0	0.99987305420000006	2	ORF1a	162	+
420	0	0.99987305420000006	2	ORF1a	162	+
421	0	0.99987305420000006	2	ORF1a	162	+
422	0	0.99987305420000006	2	ORF1a	162	+
423	0	0.99987305420000006	2	ORF1a	162	+
424	0	0.99987305420000006	2	ORF1a	162	+
425	0	0.99987305420000006	2	ORF1a	162	+
426	0	1	2	ORF1a	108	+
427	0	1	2	ORF1a	108	+
428	0	1	2	ORF1a	108	+
429	0	1	2	ORF1a	108	+
430	0	1	2	ORF1a	108	+
431	0	1	2	ORF1a	108	+
432	0	1	2	ORF1a	108	+
433	0	1	2	ORF1a	108	+
434	0	1	2	ORF1a	108	+
435	0	1	2	ORF1a	108	+
436	0	1	2	ORF1a	108	+
437	0	1	2	ORF1a	108	+
438	0	1	2	ORF1a	108	+
439	0	1	2	ORF1a	108	+
440	0	1	2	ORF1a	108	+
441	0	1	2	ORF1a	108	+
442	0	1	2	ORF1a	108	+
443	0	1	2	ORF1a	108	+
444	0	1	2	ORF1a	108	+
445	0	1	2	ORF1a	108	+
446	0	1	2	ORF1a	108	+
447	0	1	2	ORF1a	108	+
448	0	1	2	ORF1a	108	+
449	0	1	2	ORF1a	108	+
450	0	1	2	ORF1a	108	+
451	0	1	2	ORF1a	108	+
452	0	1	2	ORF1a	108	+
453	0	1	2	ORF1a	108	+
454	0	1	2	ORF1a	108	+
455	0	1	2	ORF1a	108	+
456	0	1	2	ORF1a	108	+
457	0	1	2	ORF1a	108	+
458	0	1	2	ORF1a	108	+
459	0	1	2	ORF1a	108	+
460	0	1	2	ORF1a	108	+
461	0	1	2	ORF1a	108	+
462	0	1	2	ORF1a	108	+
463	0	1	2	ORF1a	108	+
464	0	1	2	ORF1a	108	+
465	0	1	2	ORF1a	108	+
466	0	1	2	ORF1a	108	+
467	0	1	2	ORF1a	108	+
468	0	1	2	ORF1a	108	+
469	0	1	2	ORF1a	108	+
470	0	1	2	ORF1a	108	+
471	0	1	2	ORF1a	108	+
472	0	1	2	ORF1a	108	+
473	0	1	2	ORF1a	108	+
474	0	1	2	ORF1a	108	+
475	0	1	2	ORF1a	108	+
476	0	1	2	ORF1a	108	+
477	0	1	2	ORF1a	108	+
478	0	1	2	ORF1a	108	+
479	0	1	2	ORF1a	108	+
480	0	1	2	ORF1a	108	+
481	0	1	2	ORF1a	108	+
482	0	1	2	ORF1a	108	+
483	0	1	2	ORF1a	108	+
484	0	1	2	ORF1a	108	+
485	0	1	2	ORF1a	108	+
486	0	1	2	ORF1a	108	+
487	0	1	2	ORF1a	108	+
488	0	1	2	ORF1a	108	+
489	0	1	2	ORF1a	108	+
490	0	1	2	ORF1a	108	+
491	0	1	2	ORF1a	108	+
492	0	1	2	ORF1a	108	+
493	0	1	2	ORF1a	108	+
494	0	1	2	ORF1a	108	+
495	0	1	2	ORF1a	108	+
496	0	1	2	ORF1a	108	+
497	0	1	2	ORF1a	108	+
498	0	1	2	ORF1a	108	+
499	0	1	2	ORF1a	108	+
500	0	1	2	ORF1a	108	+
501	0	1	2	ORF1a	108	+
502	0	1	2	ORF1a	108	+
503	0	1	2	ORF1a	108	+
504	0	1	2	ORF1a	108	+
505	0	1	2	ORF1a	108	+
506	0	1	2	ORF1a	108	+
507	0	1	2	ORF1a	108	+
508	0	1	2	ORF1a	108	+
509	0	1	2	ORF1a	108	+
510	0	1	2	ORF1a	108	+
511	0	1	2	ORF1a	108	+
512	0	1	2	ORF1a	108	+
513	0	1	2	ORF1a	108	+
514	0	1	2	ORF1a	108	+
515	0	1	2	ORF1a	108	+
516	0	1	2	ORF1a	108	+
517	0	1	2	ORF1a	108	+
518	0	1	2	ORF1a	108	+
519	0	1	2	ORF1a	108	+
520	0	1	2	ORF1a	108	+
521	0	1	2	ORF1a	108	+
522	0	1	2	ORF1a	108	+
523	0	1	2	ORF1a	108	+
524	0	1	2	ORF1a	108	+
525	0	1	2	ORF1a	108	+
526	0	1	2	ORF1a	108	+
527	0	1	2	ORF1a	108	+
528	0	1	2	ORF1a	108	+
529	0	1	2	ORF1a	108	+
530	0	1	2	ORF1a	108	+
531	0	0.9999644128	2	ORF1a	156	+
532	0	0.9999644128	2	ORF1a	156	+
533	0	0.9999644128	2	ORF1a	156	+
534	0	0.9999644128	2	ORF1a	156	+
535	0	0.9999644128	2	ORF1a	156	+
536	0	0.9999644128	2	ORF1a	156	+
537	0	0.9999644128	2	ORF1a	156	+
538	0	0.9999644128	2	ORF1a	156	+
539	0	0.9999644128	2	ORF1a	156	+
540	0	0.9999644128	2	ORF1a	156	+
541	0	0.9999644128	2	ORF1a	156	+
542	0	0.9999644128	2	ORF1a	156	+
543	0	0.9999644128	2	ORF1a	156	+
544	0	0.9999644128	2	ORF1a	156	+
545	0	0.9999644128	2	ORF1a	156	+
546	0	0.9999644128	2	ORF1a	156	+
547	0	0.9999644128	2	ORF1a	156	+
548	0	0.9999644128	2	ORF1a	156	+
549	0	0.9999644128	2	ORF1a	156	+
550	0	0.9999644128	2	ORF1a	156	+
551	0	0.9999644128	2	ORF1a	156	+
552	0	0.9999644128	2	ORF1a	156	+
553	0	0.9999644128	2	ORF1a	156	+
554	0	0.9999644128	2	ORF1a	156	+
555	0	0.9999644128	2	ORF1a	156	+
556	0	0.9999644128	2	ORF1a	156	+
557	0	0.9999644128	2	ORF1a	156	+
558	0	0.9999644128	2	ORF1a	156	+
559	0	0.9999644128	2	ORF1a	156	+
560	0	0.9999644128	2	ORF1a	156	+
561	0	0.9999644128	2	ORF1a	156	+
562	0	0.9999644128	2	ORF1a	156	+
563	0	0.9999644128	2	ORF1a	156	+
564	0	0.9999644128	2	ORF1a	156	+
565	0	0.9999644128	2	ORF1a	156	+
566	0	0.9999644128	2	ORF1a	156	+
567	0	0.9999644128	2	ORF1a	156	+
568	0	0.9999644128	2	ORF1a	156	+
569	0	0.9999644128	2	ORF1a	156	+
570	0	0.9999644128	2	ORF1a	156	+
571	0	0.9999644128	2	ORF1a	156	+
572	0	0.9999644128	2	ORF1a	156	+
573	0	0.9999644128	2	ORF1a	156	+
574	0	0.9999644128	2	ORF1a	156	+
575	0	0.9999644128	2	ORF1a	156	+
576	0	0.9999644128	2	ORF1a	156	+
577	0	0.9999644128	2	ORF1a	156	+
578	0	0.9999644128	2	ORF1a	156	+
579	0	0.9999644128	2	ORF1a	156	+
580	0	0.9999644128	2	ORF1a	156	+
581	0	0.9999644128	2	ORF1a	156	+
582	0	0.9999644128	2	ORF1a	156	+
583	0	0.9999644128	2	ORF1a	156	+
584	0	0.9999644128	2	ORF1a	156	+
585	0	0.9999644128	2	ORF1a	156	+
586	0	0.9999644128	2	ORF1a	156	+
587	0	0.9999644128	2	ORF1a	156	+
588	0	0.9999644128	2	ORF1a	156	+
589	0	0.9999644128	2	ORF1a	156	+
590	0	0.9999644128	2	ORF1a	156	+
591	0	0.9999644128	2	ORF1a	156	+
592	0	0.9999644128	2	ORF1a	156	+
593	0	0.9999644128	2	ORF1a	156	+
594	0	0.9999644128	2	ORF1a	156	+
595	0	0.9999644128	2	ORF1a	156	+
596	0	0.9999644128	2	ORF1a	156	+
597	0	0.9999644128	2	ORF1a	156	+
598	0	0.9999644128	2	ORF1a	156	+
599	0	0.9999644128	2	ORF1a	156	+
600	0	0.9999644128	2	ORF1a	156	+
601	0	0.9999644128	2	ORF1a	156	+
602	0	0.9999644128	2	ORF1a	156	+
603	0	0.9999644128	2	ORF1a	156	+
604	0	0.9999644128	2	ORF1a	156	+
605	0	0.9999644128	2	ORF1a	156	+
606	0	0.9999644128	2	ORF1a	156	+
607	0	0.9999644128	2	ORF1a	156	+
608	0	0.9999644128	2	ORF1a	156	+
609	0	0.9999644128	2	ORF1a	156	+
610	0	0.9999644128	2	ORF1a	156	+
611	0	0.9999644128	2	ORF1a	156	+
612	0	0.9999644128	2	ORF1a	156	+
613	0	0.9999644128	2	ORF1a	156	+
614	0	0.9999644128	2	ORF1a	156	+
615	0	0.9999644128	2	ORF1a	156	+
616	0	0.9999644128	2	ORF1a	156	+
617	0	0.9999644128	2	ORF1a	156	+
618	0	0.9999644128	2	ORF1a	156	+
619	0	0.9999644128	2	ORF1a	156	+
620	0	0.9999644128	2	ORF1a	156	+
621	0	0.9999644128	2	ORF1a	156	+
622	0	0.9999644128	2	ORF1a	156	+
623	0	0.9999644128	2	ORF1a	156	+
624	0	0.9999644128	2	ORF1a	156	+
625	0	0.9999644128	2	ORF1a	156	+
626	0	0.9999644128	2	ORF1a	156	+
627	0	0.9999644128	2	ORF1a	156	+
628	0	0.9999644128	2	ORF1a	156	+
629	0	0.9999644128	2	ORF1a	156	+
630	0	0.9999644128	2	ORF1a	156	+
631	0	0.9999644128	2	ORF1a	156	+
632	0	0.9999644128	2	ORF1a	156	+
633	0	0.9999644128	2	ORF1a	156	+
634	0	0.9999644128	2	ORF1a	156	+
635	0	0.9999644128	2	ORF1a	156	+
636	0	0.9999644128	2	ORF1a	156	+
637	0	0.9999644128	2	ORF1a	156	+
638	0	0.9999644128	2	ORF1a	156	+
639	0	0.9999644128	2	ORF1a	156	+
640	0	0.9999644128	2	ORF1a	156	+
641	0	0.9999644128	2	ORF1a	156	+
642	0	0.9999644128	2	ORF1a	156	+
643	0	0.9999644128	2	ORF1a	156	+
644	0	0.9999644128	2	ORF1a	156	+
645	0	0.9999644128	2	ORF1a	156	+
646	0	0.9999644128	2	ORF1a	156	+
647	0	0.9999644128	2	ORF1a	156	+
648	0	0.9999644128	2	ORF1a	156	+
649	0	0.9999644128	2	ORF1a	156	+
650	0	0.9999644128	2	ORF1a	156	+
651	0	0.9999644128	2	ORF1a	156	+
652	0	0.9999644128	2	ORF1a	156	+
653	0	0.9999644128	2	ORF1a	156	+
654	0	0.9999644128	2	ORF1a	156	+
655	0	0.9999644128	2	ORF1a	156	+
656	0	0.9999644128	2	ORF1a	156	+
657	0	0.9999644128	2	ORF1a	156	+
658	0	0.9999644128	2	ORF1a	156	+
659	0	0.9999644128	2	ORF1a	156	+
660	0	0.9999644128	2	ORF1a	156	+
661	0	0.9999644128	2	ORF1a	156	+
