product	sequences	frame	codon	num_defined_seqs	nonamer_counts	multiple_variants	NN_sites	SN_sites	NS_sites	SS_sites	NN_diffs	SN_diffs	NS_diffs	SS_diffs
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	39	21	8:7:2:2:1:1	FALSE	2.09523809523809	0.333333333333333	0.571428571428571	0	0	0.257142857142857	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	40	21	1:6:4:7:1:1:1	FALSE	2.65079365079365	0.333333333333333	0.0158730158730159	0	0.0952380952380952	0.433333333333333	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	41	21	1:1:6:1:1:2:1:5:2:1	TRUE	1.68253968253968	0.984126984126984	0.309523809523809	0.0238095238095238	0.17142857142857101	0.533333333333333	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	42	21	2:1:11:2:1:1:1:1:1	TRUE	1.11111111111111	0.968253968253968	0.571428571428571	0.349206349206349	0.0285714285714286	0.742857142857143	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	43	21	2:1:11:1:3:1:2	FALSE	1.44444444444444	1	0.555555555555555	0	0	0.266666666666667	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	44	21	1:1:14:1:1:2:1	FALSE	1.63492063492063	0.333333333333333	1.03174603174603	0	0	0.180952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	45	21	1:2:1:15:1:1	TRUE	1.65873015873016	1	0.341269841269841	0	0.0952380952380952	0.338095238095238	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	46	21	1:1:2:1:16	TRUE	1.63492063492063	0.396825396825397	0.666666666666667	0.301587301587302	0.2	0.161904761904762	0.161904761904762	0.019047619047619
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	47	21	2:19	FALSE	0.968253968253968	1	1.03174603174603	0	0	0.180952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	48	21	19:2	FALSE	1.66666666666667	0.333333333333333	1	0	0	0.180952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	49	21	1:1:1:18	FALSE	1.96825396825397	0.333333333333333	0.698412698412698	0	0	0.180952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	50	21	1:1:1:1:17	FALSE	1	1	1	0	0	0.271428571428571	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	51	21	1:1:1:1:17	FALSE	1.03174603174603	1	0.968253968253968	0	0	0.257142857142857	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	52	21	2:1:18	FALSE	1.0952380952381	1	0.904761904761905	0	0	0.180952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	53	21	2:19	FALSE	2	0	1	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	54	21	15:6	FALSE	1	1	1	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	55	21	15:6	FALSE	1	1	1	0	0	0.428571428571429	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	56	21	15:6	FALSE	1.47619047619048	1	0.523809523809524	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	57	21	21	FALSE	1	1	1	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	58	21	6:15	FALSE	1	1	1	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	59	21	6:1:14	FALSE	1.66666666666667	0.333333333333333	1	0	0	0.428571428571429	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	60	21	4:2:1:12:2	FALSE	2.33333333333333	0.333333333333333	0.333333333333333	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	61	21	1:2:14:2:2	FALSE	1.95238095238095	1	0.0476190476190476	0	0	0.323809523809524	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	62	21	2:4:11:2:2	FALSE	1.3968253968254	0.333333333333333	1.26984126984127	0	0	0.323809523809524	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	63	21	1:1:2:1:4:1:11	FALSE	1.96031746031746	0.333333333333333	0.706349206349206	0	0	0.495238095238095	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	64	21	1:1:4:1:1:13	TRUE	2.12698412698413	0.428571428571429	0.444444444444444	0	0.6	0.180952380952381	0.180952380952381	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	65	21	1:1:13:2:2:1:1	FALSE	1.15873015873016	1	0.841269841269841	0	0	0.257142857142857	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	66	21	1:1:1:2:1:15	TRUE	1.65079365079365	0.785714285714286	0.563492063492063	0	0.480952380952381	0.257142857142857	0.0904761904761905	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	67	21	3:1:1:15:1	FALSE	2.23809523809524	0.333333333333333	0.428571428571429	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	68	21	1:1:18:1	FALSE	1.00793650793651	1	0.992063492063492	0	0	0.180952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	69	21	1:1:1:4:13:1	TRUE	1.06349206349206	0.936507936507937	0.523809523809524	0.476190476190476	0.0952380952380952	0	0	0.0952380952380952
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	70	21	1:1:4:1:13:1	FALSE	1.61904761904762	1	0.380952380952381	0	0	0.495238095238095	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	71	21	3:2:1:1:13:1	FALSE	1.71428571428571	0.333333333333333	0.952380952380952	0	0	0.428571428571429	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	72	21	3:1:2:1:1:13	FALSE	1.65079365079365	1	0.349206349206349	0	0	0.40952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	73	21	1:1:14:2:1:1:1	FALSE	1.06349206349206	1	0.936507936507937	0	0	0.180952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	74	21	1:1:14:1:3:1	FALSE	1.53968253968254	1	0.46031746031746	0	0	0.471428571428571	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	75	21	14:1:1:2:2:1	TRUE	1.38095238095238	1	0.619047619047619	0	0	0.428571428571429	0.0952380952380952	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	76	21	15:3:2:1	FALSE	1.85714285714286	0.333333333333333	0.80952380952381	0	0	0.257142857142857	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	77	21	18:1:2	FALSE	1.04761904761905	1	0.952380952380952	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	78	21	1:4:16	FALSE	1.66666666666667	0.333333333333333	1	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	79	21	1:3:1:2:1:13	FALSE	1.98412698412698	0.333333333333333	0.682539682539682	0	0	0.323809523809524	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	80	21	3:1:1:1:1:1:4:9	TRUE	1.07936507936508	0.904761904761905	1.01587301587302	0	0.257142857142857	0.323809523809524	0.452380952380952	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	81	21	1:1:3:1:1:4:9:1	TRUE	1.25396825396825	0.746031746031746	0.984126984126984	0.0158730158730159	0.528571428571429	0.0952380952380952	0.457142857142857	0.0571428571428571
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	82	21	7:1:1:12	FALSE	2.3015873015873	0.333333333333333	0.365079365079365	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	83	21	1:20	FALSE	2.61904761904762	0.333333333333333	0.0476190476190476	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	84	21	21	FALSE	1.66666666666667	0.333333333333333	1	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	85	21	21	FALSE	1.83333333333333	0.5	0.666666666666667	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	86	21	21	FALSE	1.66666666666667	1	0.333333333333333	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	87	21	18:3	FALSE	1	1	1	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	88	21	17:1:2:1	FALSE	1	1	1	0	0	0.257142857142857	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	89	21	16:1:1:2:1	TRUE	1.12698412698413	0.936507936507937	0.484126984126984	0.452380952380952	0.00952380952380952	0.176190476190476	0.00952380952380952	0.17142857142857101
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	90	21	2:16:1:1:1	FALSE	1.65873015873016	0.817460317460317	0.476190476190476	0.0476190476190476	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	91	21	19:1:1	FALSE	1.34920634920635	1	0.650793650793651	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	92	21	5:15:1	FALSE	1	1	1	0	0	0	0.0952380952380952	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	93	21	5:15:1	FALSE	1.15873015873016	0.841269841269841	0.5	0.5	0	0	0	0.380952380952381
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	94	21	4:1:16	FALSE	1.5	1.5	0	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	95	21	4:17	FALSE	1.73015873015873	0.936507936507937	0.333333333333333	0	0	0	0.323809523809524	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	96	21	4:17	FALSE	1.66666666666667	1	0.333333333333333	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	97	21	21	FALSE	1	1	1	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	98	21	20:1	FALSE	1	1	1	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	99	21	1:13:6:1	FALSE	1.66666666666667	0.333333333333333	1	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	100	21	1:13:6:1	FALSE	1.04761904761905	1	0.952380952380952	0	0	0.528571428571429	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	101	21	1:13:6:1	FALSE	1.66666666666667	0.333333333333333	1	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	102	21	20:1	FALSE	0.666666666666667	0	0.333333333333333	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	103	21	1:16:4	FALSE	1.66666666666667	0.333333333333333	0	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	104	21	1:14:1:1:4	FALSE	2.1984126984127	0.333333333333333	0.468253968253968	0	0.323809523809524	0.0761904761904762	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	105	21	1:14:1:1:4	FALSE	1.58650793650794	1	0.397619047619048	0.0158730158730159	0	0.0904761904761905	0.0761904761904762	0.019047619047619
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	106	21	14:1:4:1:1	FALSE	1.7	0.333333333333333	0.966666666666667	0	0	0.323809523809524	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	107	21	1:15:1:3:1	FALSE	1	1	1	0	0	0.452380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	108	21	4:1:15:1	TRUE	1.62698412698413	0.515873015873016	0.5	0.357142857142857	0.0904761904761905	0.114285714285714	0	0.0714285714285714
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	109	21	13:6:1:1	FALSE	2.63492063492063	0	0.365079365079365	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	110	21	12:3:5:1	FALSE	1	1	1	0	0	0.428571428571429	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	111	21	2:10:2:1:1:4:1	FALSE	1.76190476190476	0.333333333333333	0.904761904761905	0	0	0.323809523809524	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	112	21	2:1:14:2:1:1	FALSE	1.12698412698413	1	0.873015873015873	0	0	0.428571428571429	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	113	21	4:2:14:1	FALSE	1.23809523809524	1	0.761904761904762	0	0	0.180952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	114	21	18:1:2	FALSE	0.0952380952380952	0.0952380952380952	0.682539682539683	0.317460317460317	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	115	21	1:1:18:1	FALSE	1.04761904761905	1	0.0476190476190476	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	116	21	1:1:2:13:4	FALSE	1.36507936507936	1	0.634920634920635	0	0	0.185714285714286	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	117	21	1:1:2:13:4	FALSE	1.02380952380952	1	0.976190476190476	0	0	0.523809523809524	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	118	21	1:2:14:4	FALSE	1.0952380952381	1	0.904761904761905	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	119	21	19:1:1	FALSE	2.13492063492063	0.333333333333333	0.531746031746032	0	0	0.180952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	120	21	5:14:1:1	FALSE	1.57142857142857	1	0.428571428571429	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	121	21	1:1:5:14	FALSE	1	1	1	0	0.380952380952381	0	0.133333333333333	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	122	21	2:5:14	TRUE	1.73015873015873	0.936507936507937	0.301587301587302	0.0317460317460317	0.180952380952381	0	0	0.180952380952381
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	123	21	11:8:2	FALSE	1.6031746031746	1	0.396825396825397	0	0	0.180952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	124	21	11:2:6:2	FALSE	1	1	1	0	0	0.523809523809524	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	125	21	11:2:1:7	FALSE	1.47619047619048	1	0.523809523809524	0	0	0.495238095238095	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	126	21	11:2:1:6:1	FALSE	0.682539682539683	1	1.31746031746032	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	127	21	1:17:3	FALSE	1.66666666666667	0.333333333333333	1	0	0	0.323809523809524	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	128	21	1:13:2:1:3:1	FALSE	1.76190476190476	0.333333333333333	0.904761904761905	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	129	21	1:1:15:2:1:1	TRUE	2.1984126984127	0.333333333333333	0.468253968253968	0	0.352380952380952	0.0904761904761905	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	130	21	1:1:15:2:1:1	FALSE	1.61111111111111	1	0.388888888888889	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	131	21	1:1:7:11:1	FALSE	1.34126984126984	0.680952380952381	0.968253968253968	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	132	21	2:7:11:1	TRUE	1.11111111111111	0.888888888888889	0.995238095238095	0	0	0.257142857142857	0.4	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	133	21	1:6:9:2:1:2	FALSE	2.0952380952381	0	0.904761904761905	0	0	0	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	134	21	1:11:1:8	FALSE	0.866666666666667	1	1.13333333333333	0	0	0.457142857142857	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	135	21	1:11:1:1:7	FALSE	1.25079365079365	1	0.749206349206349	0	0	0.185714285714286	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	136	21	1:18:1:1	TRUE	1.33333333333333	0.968253968253968	0.698412698412698	0	0.104761904761905	0.176190476190476	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	137	21	1:1:1:17:1	FALSE	1.43650793650794	0.333333333333333	1.23015873015873	0	0	0.180952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	138	21	1:1:18:1	FALSE	1.51587301587302	1	0.484126984126984	0	0	0.185714285714286	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	139	21	1:1:2:15:1:1	FALSE	1.6031746031746	1	0.396825396825397	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	140	21	1:1:1:2:5:11	FALSE	0.0317460317460317	0	0.634920634920635	0.333333333333333	0	0	0	0.257142857142857
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	141	21	1:1:1:2:5:11	FALSE	1.66666666666667	0.333333333333333	0	0	0	0.523809523809524	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	142	21	2:1:1:5:1:3:2:5:1	FALSE	1.17460317460317	1	0.825396825396825	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	143	21	5:3:5:1:6:1	FALSE	1.38095238095238	1	0.619047619047619	0	0	0.766666666666667	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	144	21	5:3:1:4:1:1:2:4	FALSE	1.76984126984127	0.333333333333333	0.896825396825397	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	145	21	1:6:12:1:1	FALSE	2.32539682539682	0.333333333333333	0.341269841269841	0	0.0952380952380952	0.4	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	146	21	1:6:2:11:1	FALSE	1.92063492063492	0.333333333333333	0.746031746031746	0	0	0.0952380952380952	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	147	21	2:18:1	FALSE	1.21428571428571	0.5	1.28571428571429	0	0	0.180952380952381	0	0
../../../Sarbecovirus_n21_ALN_FINAL_v2_N.fasta	all	ss13	148	21	2:17:2	FALSE	1.6031746031746	1	0.396825396825397	0	0	0	0	0
